id_viaje,vehiculo_id,tipo_vehiculo,fecha,mes,hora_salida,hora_llegada_real,hora_llegada_estimada,distancia_km,numero_entregas,combustible_litros,estado_viaje,tiempo_entrega_horas,tiempo_estimado_horas,diferencia_tiempo_horas,cumplimiento,costo_combustible_usd
VIAJE-5372,VH-112,Camión ligero,2025-04-29,2025-04,14:54:00,11:37:51,14:04:04,1080.13,5,272.34,Completado,20.73,23.17,-2.4400000000000013,A tiempo,231.49
VIAJE-5373,VH-106,Camión ligero,2025-01-08,2025-01,07:21:00,21:10:01,00:59:49,1303.96,2,462.61,Completado,13.82,17.65,-3.8299999999999983,A tiempo,393.22
VIAJE-5374,VH-107,Tráiler,2025-03-27,2025-03,13:40:00,23:59:50,03:19:27,1392.29,3,514.05,Retrasado,10.33,13.66,-3.33,A tiempo,436.94
VIAJE-5375,VH-100,Camión pesado,2025-04-11,2025-04,11:39:00,02:05:08,21:11:58,1358.98,1,503.83,Completado,14.44,9.55,4.889999999999999,Retrasado,428.26
VIAJE-5376,VH-116,Furgoneta,2025-01-28,2025-01,14:18:00,02:41:19,02:06:18,568.4,4,145.1,Completado,12.39,11.8,0.5899999999999999,Retrasado,123.34
VIAJE-5377,VH-124,Tráiler,2025-02-19,2025-02,08:52:00,20:07:21,21:12:03,2385.55,5,666.94,Completado,11.26,12.33,-1.0700000000000003,A tiempo,566.9
VIAJE-5378,VH-114,Furgoneta,2025-03-27,2025-03,11:26:00,16:57:48,17:17:16,222.35,1,93.71,Completado,5.53,5.85,-0.3199999999999994,A tiempo,79.65
VIAJE-5379,VH-104,Tráiler,2025-01-11,2025-01,11:40:00,14:38:39,14:38:15,183.67,2,60.45,Retrasado,2.98,2.97,0.009999999999999787,Retrasado,51.38
VIAJE-5380,VH-123,Camión ligero,2025-05-13,2025-05,07:07:00,19:26:54,00:13:53,1709.8,1,750.21,Completado,12.33,17.11,-4.779999999999999,A tiempo,637.68
VIAJE-5381,VH-116,Camión pesado,2025-04-03,2025-04,12:25:00,07:06:19,05:38:57,1431.58,1,554.0,Completado,18.69,17.23,1.4600000000000009,Retrasado,470.9
VIAJE-5382,VH-110,Camión pesado,2025-01-26,2025-01,08:49:00,20:52:20,19:15:08,794.47,3,266.91,Cancelado,12.06,10.44,1.620000000000001,Retrasado,226.87
VIAJE-5383,VH-105,Tráiler,2025-05-27,2025-05,07:31:00,14:19:48,15:39:45,1522.51,5,424.05,Completado,6.81,8.15,-1.3400000000000007,A tiempo,360.44
VIAJE-5384,VH-116,Furgoneta,2025-03-16,2025-03,06:07:00,19:15:11,20:24:40,865.1,1,386.73,Completado,13.14,14.29,-1.1499999999999986,A tiempo,328.72
VIAJE-5385,VH-110,Furgoneta,2025-03-02,2025-03,13:55:00,22:36:12,19:02:20,1700.1,5,440.71,Completado,8.69,5.12,3.5699999999999994,Retrasado,374.6
VIAJE-5386,VH-120,Furgoneta,2025-06-07,2025-06,07:03:00,13:45:49,14:09:16,300.93,6,111.69,Completado,6.71,7.1,-0.3899999999999997,A tiempo,94.94
VIAJE-5387,VH-116,Furgoneta,2025-05-25,2025-05,07:51:00,23:09:36,00:08:45,810.88,1,276.2,Completado,15.31,16.3,-0.9900000000000002,A tiempo,234.77
VIAJE-5388,VH-118,Camión pesado,2025-04-14,2025-04,12:49:00,19:32:34,17:39:58,1914.95,6,690.42,Cancelado,6.73,4.85,1.8800000000000008,Retrasado,586.86
VIAJE-5389,VH-124,Tráiler,2025-01-23,2025-01,14:18:00,22:58:41,22:40:35,532.34,5,234.44,Completado,8.68,8.38,0.29999999999999893,Retrasado,199.27
VIAJE-5390,VH-104,Furgoneta,2025-05-25,2025-05,07:18:00,10:16:42,10:20:26,148.98,3,60.85,Completado,2.98,3.04,-0.06000000000000005,A tiempo,51.72
VIAJE-5391,VH-105,Camión pesado,2025-01-28,2025-01,08:53:00,22:46:43,01:58:04,2378.87,3,964.05,Retrasado,13.9,17.08,-3.179999999999998,A tiempo,819.44
VIAJE-5392,VH-112,Camión ligero,2025-04-15,2025-04,06:35:00,06:20:25,06:02:06,1090.91,1,363.86,Completado,23.76,23.45,0.3100000000000023,Retrasado,309.28
VIAJE-5393,VH-120,Tráiler,2025-02-14,2025-02,09:19:00,13:09:10,13:19:11,1942.63,2,571.29,Cancelado,3.84,4.0,-0.16000000000000014,A tiempo,485.6
VIAJE-5394,VH-111,Camión pesado,2025-05-14,2025-05,08:42:00,03:57:54,08:13:20,2608.04,3,1120.02,Retrasado,19.27,23.52,-4.25,A tiempo,952.02
VIAJE-5395,VH-121,Camión ligero,2025-02-06,2025-02,12:21:00,15:43:38,15:37:56,210.01,2,84.55,Cancelado,3.38,3.28,0.10000000000000009,Retrasado,71.87
VIAJE-5396,VH-121,Camión pesado,2025-04-22,2025-04,10:05:00,00:07:44,22:21:23,1723.37,4,648.11,Completado,14.05,12.27,1.7800000000000011,Retrasado,550.89
VIAJE-5397,VH-100,Tráiler,2025-04-20,2025-04,07:43:00,23:55:29,03:37:51,2625.26,2,821.02,Completado,16.21,19.91,-3.6999999999999993,A tiempo,697.87
VIAJE-5398,VH-124,Camión ligero,2025-03-06,2025-03,09:49:00,00:06:02,00:28:34,737.9,2,298.58,Cancelado,14.28,14.66,-0.3800000000000008,A tiempo,253.79
VIAJE-5399,VH-108,Camión ligero,2025-01-08,2025-01,08:30:00,21:06:26,00:58:31,1099.65,6,370.42,Retrasado,12.61,16.48,-3.870000000000001,A tiempo,314.86
VIAJE-5400,VH-112,Camión ligero,2025-01-15,2025-01,07:53:00,06:56:50,00:56:50,2140.82,2,821.35,Cancelado,23.06,17.06,6.0,Retrasado,698.15
VIAJE-5401,VH-110,Camión ligero,2025-01-13,2025-01,07:24:00,09:40:45,06:22:08,1431.77,3,538.31,Completado,2.28,22.97,-20.689999999999998,A tiempo,457.56
VIAJE-5402,VH-123,Furgoneta,2025-01-14,2025-01,13:26:00,03:01:17,23:35:32,2425.03,5,888.76,Retrasado,13.59,10.16,3.4299999999999997,Retrasado,755.45
VIAJE-5403,VH-120,Tráiler,2025-06-10,2025-06,08:03:00,19:37:44,17:10:30,1381.19,3,592.73,Retrasado,11.58,9.12,2.460000000000001,Retrasado,503.82
VIAJE-5404,VH-114,Furgoneta,2025-04-11,2025-04,08:03:00,18:54:30,21:16:19,1671.85,2,673.08,Retrasado,10.86,13.22,-2.360000000000001,A tiempo,572.12
VIAJE-5405,VH-121,Camión pesado,2025-06-02,2025-06,08:22:00,11:15:42,11:35:07,179.35,6,70.84,Retrasado,2.9,3.22,-0.3200000000000003,A tiempo,60.21
VIAJE-5406,VH-112,Camión ligero,2025-02-11,2025-02,07:49:00,21:35:33,23:34:18,1167.63,5,353.28,Completado,13.78,15.76,-1.9800000000000004,A tiempo,300.29
VIAJE-5407,VH-106,Camión pesado,2025-04-27,2025-04,09:05:00,06:11:47,04:16:22,3075.26,3,1341.19,Completado,21.11,19.19,1.9199999999999982,Retrasado,1140.01
VIAJE-5408,VH-111,Tráiler,2025-01-28,2025-01,13:34:00,10:12:58,14:53:54,2168.64,2,932.13,Completado,20.65,1.33,19.32,Retrasado,792.31
VIAJE-5409,VH-121,Camión ligero,2025-01-21,2025-01,08:00:00,03:28:19,01:56:29,754.64,4,266.13,Completado,19.47,17.94,1.5299999999999976,Retrasado,226.21
VIAJE-5410,VH-104,Tráiler,2025-05-07,2025-05,14:36:00,13:30:57,09:33:01,2113.06,2,559.68,Cancelado,22.92,18.95,3.9700000000000024,Retrasado,475.73
VIAJE-5411,VH-109,Furgoneta,2025-03-09,2025-03,06:46:00,04:59:00,22:42:49,2984.8,3,1262.05,Completado,22.22,15.95,6.27,Retrasado,1072.74
VIAJE-5412,VH-116,Camión ligero,2025-01-25,2025-01,12:17:00,03:22:56,02:02:44,484.92,4,145.49,Completado,15.1,13.76,1.3399999999999999,Retrasado,123.67
VIAJE-5413,VH-112,Tráiler,2025-05-17,2025-05,07:59:00,16:30:17,16:55:57,413.54,4,117.47,Completado,8.52,8.95,-0.4299999999999997,A tiempo,99.85
VIAJE-5414,VH-102,Camión ligero,2025-02-11,2025-02,07:56:00,08:32:44,10:57:45,1546.29,5,418.22,Completado,0.61,3.03,-2.42,A tiempo,355.49
VIAJE-5415,VH-108,Tráiler,2025-02-13,2025-02,14:21:00,02:08:21,04:08:40,1777.01,6,599.89,Retrasado,11.79,13.79,-2.0,A tiempo,509.91
VIAJE-5416,VH-107,Camión pesado,2025-01-30,2025-01,14:11:00,17:11:05,13:22:14,1885.7,4,557.76,Retrasado,3.0,23.19,-20.19,A tiempo,474.1
VIAJE-5417,VH-123,Camión ligero,2025-05-07,2025-05,14:46:00,22:03:09,21:37:00,1442.63,1,562.66,Retrasado,7.29,6.85,0.4400000000000004,Retrasado,478.26
VIAJE-5418,VH-115,Camión pesado,2025-04-14,2025-04,14:49:00,05:57:59,04:22:55,2521.41,1,631.49,Cancelado,15.15,13.57,1.58,Retrasado,536.77
VIAJE-5419,VH-104,Camión ligero,2025-06-18,2025-06,08:11:00,20:28:59,19:13:32,540.85,6,242.53,Completado,12.3,11.04,1.2600000000000016,Retrasado,206.15
VIAJE-5420,VH-100,Furgoneta,2025-05-19,2025-05,13:59:00,20:48:31,20:05:34,277.09,5,73.31,Completado,6.83,6.11,0.7199999999999998,Retrasado,62.31
VIAJE-5421,VH-102,Camión pesado,2025-03-25,2025-03,12:29:00,01:12:41,02:12:36,2504.71,5,1013.19,Completado,12.73,13.73,-1.0,A tiempo,861.21
VIAJE-5422,VH-107,Tráiler,2025-06-09,2025-06,14:18:00,04:20:02,00:04:35,2461.68,2,1067.67,Completado,14.03,9.78,4.25,Retrasado,907.52
VIAJE-5423,VH-101,Camión pesado,2025-06-19,2025-06,14:27:00,13:18:01,09:47:50,2526.59,6,1121.33,Completado,22.85,19.35,3.5,Retrasado,953.13
VIAJE-5424,VH-109,Furgoneta,2025-06-06,2025-06,14:35:00,21:32:27,20:07:05,1730.25,3,649.21,Cancelado,6.96,5.53,1.4299999999999997,Retrasado,551.83
VIAJE-5425,VH-114,Camión ligero,2025-06-17,2025-06,13:05:00,07:30:08,06:57:32,684.49,5,224.58,Completado,18.42,17.88,0.5400000000000027,Retrasado,190.89
VIAJE-5426,VH-117,Camión pesado,2025-01-07,2025-01,13:17:00,08:47:02,06:13:48,645.85,5,242.56,Retrasado,19.5,16.95,2.5500000000000007,Retrasado,206.18
VIAJE-5427,VH-115,Tráiler,2025-04-09,2025-04,14:09:00,07:34:23,07:38:42,2194.75,4,864.09,Completado,17.42,17.5,-0.0799999999999983,A tiempo,734.48
VIAJE-5428,VH-104,Furgoneta,2025-05-13,2025-05,09:31:00,09:14:58,09:42:35,1504.88,6,581.35,Completado,23.73,0.19,23.54,Retrasado,494.15
VIAJE-5429,VH-112,Camión pesado,2025-06-24,2025-06,09:23:00,13:46:10,13:59:04,178.84,1,75.75,Retrasado,4.39,4.6,-0.20999999999999996,A tiempo,64.39
VIAJE-5430,VH-112,Furgoneta,2025-06-25,2025-06,13:36:00,17:21:45,17:06:49,214.16,2,76.75,Completado,3.76,3.51,0.25,Retrasado,65.24
VIAJE-5431,VH-111,Furgoneta,2025-03-06,2025-03,08:59:00,11:04:05,08:41:24,1263.22,4,404.99,Cancelado,2.08,23.71,-21.630000000000003,A tiempo,344.24
VIAJE-5432,VH-109,Camión pesado,2025-06-13,2025-06,09:40:00,07:26:31,08:29:11,2624.81,6,797.55,Retrasado,21.78,22.82,-1.0399999999999991,A tiempo,677.92
VIAJE-5433,VH-107,Camión pesado,2025-05-20,2025-05,07:21:00,03:58:31,05:05:32,833.87,6,263.15,Cancelado,20.63,21.74,-1.1099999999999994,A tiempo,223.68
VIAJE-5434,VH-124,Furgoneta,2025-05-04,2025-05,08:58:00,06:26:16,01:57:41,2071.8,5,909.96,Completado,21.47,16.99,4.48,Retrasado,773.47
VIAJE-5435,VH-122,Camión pesado,2025-03-29,2025-03,14:38:00,04:35:26,08:41:42,1700.57,2,744.71,Completado,13.96,18.06,-4.099999999999998,A tiempo,633.0
VIAJE-5436,VH-117,Tráiler,2025-04-05,2025-04,11:01:00,08:47:29,15:03:25,2269.76,3,998.5,Cancelado,21.77,4.04,17.73,Retrasado,848.72
VIAJE-5437,VH-110,Camión ligero,2025-06-06,2025-06,11:48:00,12:14:14,10:12:55,1397.92,3,403.76,Cancelado,0.44,22.42,-21.98,A tiempo,343.2
VIAJE-5438,VH-103,Camión ligero,2025-01-29,2025-01,13:38:00,13:54:31,16:20:02,773.79,5,245.08,Completado,0.28,2.7,-2.42,A tiempo,208.32
VIAJE-5439,VH-108,Camión ligero,2025-01-23,2025-01,11:13:00,07:21:54,07:05:06,675.54,3,213.03,Completado,20.15,19.87,0.2799999999999976,Retrasado,181.08
VIAJE-5440,VH-106,Camión ligero,2025-02-25,2025-02,08:23:00,14:52:29,14:39:14,1176.32,4,493.08,Cancelado,6.49,6.27,0.22000000000000064,Retrasado,419.12
VIAJE-5441,VH-103,Camión pesado,2025-04-20,2025-04,13:54:00,06:29:48,05:19:49,508.56,5,213.25,Completado,16.6,15.43,1.1700000000000017,Retrasado,181.26
VIAJE-5442,VH-109,Camión ligero,2025-01-10,2025-01,11:11:00,10:11:18,11:32:30,1256.74,1,445.82,Cancelado,23.0,0.36,22.64,Retrasado,378.95
VIAJE-5443,VH-101,Camión pesado,2025-05-03,2025-05,06:17:00,00:53:19,01:02:17,733.06,5,308.83,Completado,18.61,18.75,-0.14000000000000057,A tiempo,262.51
VIAJE-5444,VH-112,Camión pesado,2025-02-05,2025-02,11:35:00,02:48:06,01:48:52,2446.28,4,1079.08,Cancelado,15.22,14.23,0.9900000000000002,Retrasado,917.22
VIAJE-5445,VH-116,Tráiler,2025-04-26,2025-04,14:28:00,05:19:31,05:17:34,958.44,2,304.38,Completado,14.86,14.83,0.02999999999999936,Retrasado,258.72
VIAJE-5446,VH-123,Furgoneta,2025-05-19,2025-05,11:46:00,16:49:45,19:20:13,1993.17,3,833.77,Completado,5.06,7.57,-2.5100000000000007,A tiempo,708.7
VIAJE-5447,VH-105,Camión pesado,2025-03-19,2025-03,07:05:00,22:27:16,16:50:55,1855.34,3,809.88,Completado,15.37,9.77,5.6,Retrasado,688.4
VIAJE-5448,VH-101,Camión ligero,2025-02-09,2025-02,10:23:00,17:47:05,13:45:36,1678.52,2,499.0,Completado,7.4,3.38,4.0200000000000005,Retrasado,424.15
VIAJE-5449,VH-110,Furgoneta,2025-01-18,2025-01,09:00:00,01:54:10,00:24:08,831.98,5,313.32,Cancelado,16.9,15.4,1.4999999999999982,Retrasado,266.32
VIAJE-5450,VH-123,Camión pesado,2025-06-24,2025-06,07:18:00,23:15:00,23:48:34,1021.52,5,334.21,Cancelado,15.95,16.51,-0.5600000000000023,A tiempo,284.08
VIAJE-5451,VH-122,Tráiler,2025-02-06,2025-02,13:54:00,23:39:23,23:08:24,2277.43,4,859.65,Retrasado,9.76,9.24,0.5199999999999996,Retrasado,730.7
VIAJE-5452,VH-123,Furgoneta,2025-06-14,2025-06,12:09:00,00:30:26,05:47:42,1279.4,5,499.91,Completado,12.36,17.64,-5.280000000000001,A tiempo,424.92
VIAJE-5453,VH-109,Camión pesado,2025-01-18,2025-01,14:13:00,05:15:51,08:52:09,1441.44,5,390.88,Completado,15.05,18.65,-3.599999999999998,A tiempo,332.25
VIAJE-5454,VH-106,Camión ligero,2025-02-02,2025-02,09:38:00,18:13:16,18:32:53,546.58,1,204.87,Completado,8.59,8.91,-0.3200000000000003,A tiempo,174.14
VIAJE-5455,VH-112,Camión ligero,2025-01-24,2025-01,14:15:00,11:21:24,12:44:03,1046.51,2,358.57,Completado,21.11,22.48,-1.370000000000001,A tiempo,304.78
VIAJE-5456,VH-117,Camión pesado,2025-05-01,2025-05,12:33:00,23:02:01,02:00:06,1951.99,2,839.3,Retrasado,10.48,13.45,-2.969999999999999,A tiempo,713.4
VIAJE-5457,VH-114,Furgoneta,2025-03-08,2025-03,11:35:00,18:27:32,15:15:40,1523.82,4,555.04,Completado,6.88,3.68,3.1999999999999997,Retrasado,471.78
VIAJE-5458,VH-110,Camión pesado,2025-06-08,2025-06,07:32:00,23:06:00,22:32:56,2539.99,6,1092.02,Cancelado,15.57,15.02,0.5500000000000007,Retrasado,928.22
VIAJE-5459,VH-107,Camión ligero,2025-04-11,2025-04,06:35:00,00:33:31,02:23:23,2465.28,1,702.88,Retrasado,17.98,19.81,-1.8299999999999983,A tiempo,597.45
VIAJE-5460,VH-121,Camión pesado,2025-02-20,2025-02,13:50:00,00:49:27,02:27:19,1353.83,5,600.19,Completado,10.99,12.62,-1.629999999999999,A tiempo,510.16
VIAJE-5461,VH-110,Camión pesado,2025-02-14,2025-02,08:36:00,06:32:19,09:51:36,3049.68,2,1300.11,Completado,21.94,1.26,20.68,Retrasado,1105.09
VIAJE-5462,VH-123,Tráiler,2025-03-25,2025-03,07:40:00,23:36:49,22:21:10,831.25,2,235.5,Completado,15.95,14.69,1.2599999999999998,Retrasado,200.18
VIAJE-5463,VH-122,Camión pesado,2025-05-28,2025-05,14:13:00,06:56:45,06:32:01,1130.7,3,393.28,Retrasado,16.73,16.32,0.41000000000000014,Retrasado,334.29
VIAJE-5464,VH-123,Tráiler,2025-02-26,2025-02,08:51:00,04:55:54,05:21:35,800.97,1,242.06,Completado,20.08,20.51,-0.43000000000000327,A tiempo,205.75
VIAJE-5465,VH-118,Tráiler,2025-06-06,2025-06,07:11:00,02:16:25,01:28:57,2333.11,5,670.44,Completado,19.09,18.3,0.7899999999999991,Retrasado,569.87
VIAJE-5466,VH-114,Camión ligero,2025-02-11,2025-02,06:21:00,19:41:18,20:43:40,880.91,4,380.67,Completado,13.34,14.38,-1.040000000000001,A tiempo,323.57
VIAJE-5467,VH-106,Tráiler,2025-03-25,2025-03,08:37:00,06:22:24,02:50:45,3103.79,5,868.59,Completado,21.76,18.23,3.530000000000001,Retrasado,738.3
VIAJE-5468,VH-104,Furgoneta,2025-04-12,2025-04,06:35:00,17:15:05,16:30:01,336.12,1,121.29,Cancelado,10.67,9.92,0.75,Retrasado,103.1
VIAJE-5469,VH-121,Tráiler,2025-05-13,2025-05,14:32:00,08:15:35,04:38:13,1983.47,6,789.41,Completado,17.73,14.1,3.630000000000001,Retrasado,671.0
VIAJE-5470,VH-121,Furgoneta,2025-02-17,2025-02,09:40:00,12:16:34,09:53:50,1782.1,1,544.66,Completado,2.61,0.23,2.38,Retrasado,462.96
VIAJE-5471,VH-107,Tráiler,2025-06-15,2025-06,07:52:00,12:12:33,08:53:19,1750.72,3,460.93,Completado,4.34,1.02,3.32,Retrasado,391.79
VIAJE-5472,VH-106,Camión ligero,2025-01-06,2025-01,08:41:00,13:14:02,17:01:06,1746.41,6,698.31,Completado,4.55,8.34,-3.79,A tiempo,593.56
VIAJE-5473,VH-102,Furgoneta,2025-02-20,2025-02,13:17:00,21:21:21,17:05:26,1905.02,2,789.92,Completado,8.07,3.81,4.26,Retrasado,671.43
VIAJE-5474,VH-118,Tráiler,2025-05-01,2025-05,07:13:00,16:48:29,21:31:06,1679.4,5,468.61,Completado,9.59,14.3,-4.710000000000001,A tiempo,398.32
VIAJE-5475,VH-120,Camión pesado,2025-02-08,2025-02,07:13:00,16:27:26,17:43:58,597.58,6,198.41,Completado,9.24,10.52,-1.2799999999999994,A tiempo,168.65
VIAJE-5476,VH-101,Camión ligero,2025-06-05,2025-06,07:07:00,14:18:04,15:11:31,331.27,2,85.59,Cancelado,7.18,8.08,-0.9000000000000004,A tiempo,72.75
VIAJE-5477,VH-123,Camión ligero,2025-04-25,2025-04,08:46:00,02:32:30,03:55:41,1061.24,5,463.21,Completado,17.77,19.16,-1.3900000000000006,A tiempo,393.73
VIAJE-5478,VH-119,Camión pesado,2025-01-10,2025-01,10:36:00,21:27:08,21:34:12,490.65,2,187.46,Retrasado,10.85,10.97,-0.120000000000001,A tiempo,159.34
VIAJE-5479,VH-120,Furgoneta,2025-05-14,2025-05,07:09:00,20:18:38,15:44:27,1534.05,1,390.48,Cancelado,13.16,8.59,4.57,Retrasado,331.91
VIAJE-5480,VH-121,Tráiler,2025-06-10,2025-06,14:08:00,10:32:31,12:44:21,2859.65,5,1276.54,Completado,20.41,22.61,-2.1999999999999993,A tiempo,1085.06
VIAJE-5481,VH-119,Furgoneta,2025-04-07,2025-04,08:01:00,00:39:22,04:53:07,2180.56,6,978.88,Completado,16.64,20.87,-4.23,A tiempo,832.05
VIAJE-5482,VH-123,Tráiler,2025-01-17,2025-01,06:51:00,03:39:44,04:57:19,2627.2,5,724.16,Cancelado,20.81,22.11,-1.3000000000000007,A tiempo,615.54
VIAJE-5483,VH-115,Camión ligero,2025-01-25,2025-01,09:29:00,16:56:28,17:54:53,305.91,4,110.11,Cancelado,7.46,8.43,-0.9699999999999998,A tiempo,93.59
VIAJE-5484,VH-111,Tráiler,2025-03-20,2025-03,08:13:00,01:08:54,05:54:50,1652.59,1,670.46,Completado,16.93,21.7,-4.77,A tiempo,569.89
VIAJE-5485,VH-104,Tráiler,2025-01-14,2025-01,12:07:00,06:45:37,07:04:56,680.09,2,207.83,Completado,18.64,18.97,-0.3299999999999983,A tiempo,176.66
VIAJE-5486,VH-119,Camión ligero,2025-04-24,2025-04,07:27:00,05:03:18,03:17:36,1158.74,4,319.0,Completado,21.61,19.84,1.7699999999999996,Retrasado,271.15
VIAJE-5487,VH-116,Camión ligero,2025-03-29,2025-03,11:16:00,09:06:02,10:54:43,1665.79,6,418.97,Completado,21.83,23.65,-1.8200000000000003,A tiempo,356.12
VIAJE-5488,VH-101,Camión pesado,2025-01-16,2025-01,07:01:00,13:21:32,17:30:54,2012.28,4,730.23,Retrasado,6.34,10.5,-4.16,A tiempo,620.7
VIAJE-5489,VH-111,Tráiler,2025-03-20,2025-03,07:23:00,05:45:09,04:53:36,1276.9,3,427.8,Completado,22.37,21.51,0.8599999999999994,Retrasado,363.63
VIAJE-5490,VH-107,Furgoneta,2025-05-03,2025-05,07:08:00,23:37:29,17:35:03,1621.44,4,419.67,Completado,16.49,10.45,6.039999999999999,Retrasado,356.72
VIAJE-5491,VH-124,Camión ligero,2025-05-12,2025-05,07:02:00,18:33:55,19:34:38,717.8,6,258.96,Completado,11.53,12.54,-1.0099999999999998,A tiempo,220.12
VIAJE-5492,VH-114,Tráiler,2025-03-12,2025-03,07:31:00,16:57:46,15:34:59,478.46,5,128.94,Completado,9.45,8.07,1.379999999999999,Retrasado,109.6
VIAJE-5493,VH-114,Camión ligero,2025-02-07,2025-02,06:55:00,18:01:37,13:24:03,2421.5,6,646.27,Cancelado,11.11,6.48,4.629999999999999,Retrasado,549.33
VIAJE-5494,VH-101,Tráiler,2025-04-26,2025-04,07:15:00,11:43:43,11:09:50,262.02,3,68.01,Completado,4.48,3.91,0.5700000000000003,Retrasado,57.81
VIAJE-5495,VH-111,Furgoneta,2025-05-06,2025-05,10:12:00,01:02:50,21:30:38,1437.32,6,364.34,Retrasado,14.85,11.31,3.539999999999999,Retrasado,309.69
VIAJE-5496,VH-105,Furgoneta,2025-05-17,2025-05,14:43:00,09:03:43,09:35:28,862.9,4,301.35,Completado,18.35,18.87,-0.5199999999999996,A tiempo,256.15
VIAJE-5497,VH-103,Camión ligero,2025-03-27,2025-03,09:42:00,00:40:05,23:31:45,2380.18,5,986.63,Retrasado,14.97,13.83,1.1400000000000006,Retrasado,838.64
VIAJE-5498,VH-108,Tráiler,2025-04-11,2025-04,12:52:00,21:43:00,21:46:55,390.55,1,162.52,Retrasado,8.85,8.92,-0.07000000000000028,A tiempo,138.14
VIAJE-5499,VH-100,Camión ligero,2025-01-15,2025-01,10:25:00,07:29:51,08:17:59,716.89,3,182.8,Completado,21.08,21.88,-0.8000000000000007,A tiempo,155.38
VIAJE-5500,VH-103,Camión ligero,2025-04-25,2025-04,13:42:00,13:11:54,09:48:44,1563.99,1,595.91,Cancelado,23.5,20.11,3.3900000000000006,Retrasado,506.52
VIAJE-5501,VH-107,Camión ligero,2025-05-25,2025-05,10:36:00,12:44:21,12:27:38,85.51,6,34.79,Completado,2.14,1.86,0.28,Retrasado,29.57
VIAJE-5502,VH-108,Camión ligero,2025-05-31,2025-05,10:41:00,02:52:09,06:17:06,2526.43,4,899.0,Retrasado,16.19,19.6,-3.41,A tiempo,764.15
VIAJE-5503,VH-120,Camión pesado,2025-06-15,2025-06,07:12:00,06:30:33,08:42:10,1108.61,1,361.9,Cancelado,23.31,1.5,21.81,Retrasado,307.61
VIAJE-5504,VH-123,Furgoneta,2025-01-27,2025-01,12:58:00,08:32:19,08:27:01,665.12,2,292.99,Retrasado,19.57,19.48,0.08999999999999986,Retrasado,249.04
VIAJE-5505,VH-115,Furgoneta,2025-03-05,2025-03,09:53:00,19:53:46,19:01:40,429.48,2,166.54,Cancelado,10.01,9.14,0.8699999999999992,Retrasado,141.56
VIAJE-5506,VH-121,Furgoneta,2025-05-30,2025-05,07:39:00,06:10:08,08:20:53,688.78,6,208.58,Retrasado,22.52,0.7,21.82,Retrasado,177.29
VIAJE-5507,VH-121,Camión pesado,2025-01-07,2025-01,09:29:00,13:49:42,14:16:37,210.43,5,57.06,Retrasado,4.34,4.79,-0.4500000000000002,A tiempo,48.5
VIAJE-5508,VH-101,Camión pesado,2025-06-19,2025-06,06:40:00,21:36:58,01:42:05,2146.54,1,923.84,Cancelado,14.95,19.03,-4.080000000000002,A tiempo,785.26
VIAJE-5509,VH-102,Camión pesado,2025-04-05,2025-04,14:38:00,15:50:18,15:26:58,1757.35,5,490.87,Completado,1.21,0.82,0.39,Retrasado,417.24
VIAJE-5510,VH-102,Tráiler,2025-01-06,2025-01,14:32:00,21:19:39,21:24:12,2111.97,6,872.38,Completado,6.79,6.87,-0.08000000000000007,A tiempo,741.52
VIAJE-5511,VH-117,Tráiler,2025-03-08,2025-03,10:34:00,18:55:32,20:02:46,504.16,4,215.12,Cancelado,8.36,9.48,-1.120000000000001,A tiempo,182.85
VIAJE-5512,VH-116,Camión pesado,2025-05-27,2025-05,13:32:00,08:43:41,06:50:33,1291.81,5,532.71,Completado,19.19,17.31,1.8800000000000026,Retrasado,452.8
VIAJE-5513,VH-117,Camión ligero,2025-04-18,2025-04,13:20:00,13:06:14,15:32:37,802.21,2,261.56,Completado,23.77,2.21,21.56,Retrasado,222.33
VIAJE-5514,VH-109,Tráiler,2025-01-24,2025-01,07:59:00,17:14:36,18:07:28,607.84,6,184.83,Completado,9.26,10.14,-0.8800000000000008,A tiempo,157.11
VIAJE-5515,VH-119,Tráiler,2025-05-24,2025-05,14:09:00,13:27:52,16:33:53,1400.88,5,538.02,Retrasado,23.31,2.41,20.9,Retrasado,457.32
VIAJE-5516,VH-121,Camión ligero,2025-03-10,2025-03,06:37:00,00:55:48,03:09:13,1071.99,3,286.96,Cancelado,18.31,20.54,-2.2300000000000004,A tiempo,243.92
VIAJE-5517,VH-113,Camión ligero,2025-04-01,2025-04,12:02:00,12:46:25,10:22:35,1288.33,2,395.29,Cancelado,0.74,22.34,-21.6,A tiempo,336.0
VIAJE-5518,VH-117,Camión pesado,2025-03-27,2025-03,12:22:00,19:17:20,19:54:27,465.47,5,191.29,Retrasado,6.92,7.54,-0.6200000000000001,A tiempo,162.6
VIAJE-5519,VH-105,Furgoneta,2025-06-13,2025-06,06:56:00,12:45:06,10:48:39,1397.45,6,519.8,Retrasado,5.82,3.88,1.9400000000000004,Retrasado,441.83
VIAJE-5520,VH-117,Camión pesado,2025-03-09,2025-03,12:01:00,02:14:10,00:22:46,717.64,2,181.08,Cancelado,14.22,12.36,1.8600000000000012,Retrasado,153.92
VIAJE-5521,VH-110,Camión ligero,2025-04-09,2025-04,08:10:00,07:18:11,11:54:22,2084.51,2,690.65,Cancelado,23.14,3.74,19.4,Retrasado,587.05
