id_viaje,vehiculo_id,tipo_vehiculo,fecha,hora_salida,hora_llegada_real,hora_llegada_estimada,distancia_km,numero_entregas,combustible_litros,estado_viaje
VIAJE-5225,VH-117,Camión ligero,2025-02-07,06:23:00,21:08:35,22:30:06,608.6,6,263.78,Completado
VIAJE-5226,VH-117,Furgoneta,2025-03-20,13:32:00,13:58:17,14:37:41,1473.54,6,533.48,Cancelado
VIAJE-5227,VH-119,Camión pesado,2025-05-01,11:05:00,20:53:19,21:03:40,2332.89,5,877.8,Completado
VIAJE-5228,VH-120,Furgoneta,2025-03-11,10:38:00,12:15:18,15:23:06,1089.49,3,395.71,Completado
VIAJE-5229,VH-109,Camión pesado,2025-03-27,14:43:00,11:38:50,12:42:46,848.88,4,244.2,Cancelado
VIAJE-5230,VH-104,Furgoneta,2025-02-18,11:45:00,14:43:03,15:22:44,1155.45,4,328.94,Completado
VIAJE-5231,VH-120,Camión pesado,2025-02-22,11:11:00,05:59:52,02:43:50,2670.91,3,926.45,Completado
VIAJE-5232,VH-118,Tráiler,2025-05-18,11:09:00,00:52:02,02:47:13,451.06,1,186.12,Retrasado
VIAJE-5233,VH-100,Camión ligero,2025-02-18,10:59:00,11:45:21,12:22:37,1669.42,5,509.87,Cancelado
VIAJE-5234,VH-113,Camión pesado,2025-03-10,06:27:00,13:20:35,13:07:26,1531.76,1,501.46,Completado
VIAJE-5235,VH-104,Camión pesado,2025-02-01,11:48:00,02:39:35,00:03:51,1250.51,1,449.81,Completado
VIAJE-5236,VH-104,Camión ligero,2025-06-25,12:13:00,16:03:13,15:29:22,216.46,1,68.73,Cancelado
VIAJE-5237,VH-123,Furgoneta,2025-03-14,12:15:00,00:51:08,01:48:15,689.76,5,300.44,Completado
VIAJE-5238,VH-107,Camión pesado,2025-01-06,14:37:00,07:11:08,05:42:36,642.79,4,239.93,Completado
VIAJE-5239,VH-102,Furgoneta,2025-05-05,07:06:00,20:25:29,20:15:46,616.36,2,174.51,Completado
VIAJE-5240,VH-107,Furgoneta,2025-01-28,06:15:00,15:07:24,18:34:15,1558.45,5,528.68,Completado
VIAJE-5241,VH-103,Camión ligero,2025-04-15,13:28:00,22:23:03,23:03:18,584.33,5,148.77,Completado
VIAJE-5242,VH-106,Tráiler,2025-04-22,14:21:00,07:09:56,06:36:00,840.13,5,284.33,Completado
VIAJE-5243,VH-111,Camión pesado,2025-01-20,12:10:00,02:25:04,00:44:02,1464.46,3,446.41,Completado
VIAJE-5244,VH-107,Tráiler,2025-06-03,13:01:00,22:35:43,00:35:08,1763.97,6,600.54,Completado
VIAJE-5245,VH-112,Furgoneta,2025-04-03,12:01:00,12:36:02,09:34:22,1449.65,4,436.32,Completado
VIAJE-5246,VH-108,Furgoneta,2025-03-08,13:10:00,22:55:10,22:58:11,625.61,6,222.83,Completado
VIAJE-5247,VH-101,Tráiler,2025-04-04,06:48:00,19:18:52,17:47:03,729.41,2,283.79,Completado
VIAJE-5248,VH-108,Camión ligero,2025-05-15,10:28:00,19:19:19,18:44:01,315.83,4,136.82,Completado
VIAJE-5249,VH-113,Furgoneta,2025-02-12,14:04:00,02:43:48,03:00:21,426.64,1,173.48,Completado
VIAJE-5250,VH-109,Tráiler,2025-04-19,08:15:00,11:02:25,11:13:05,191.01,5,50.33,Completado
VIAJE-5251,VH-108,Camión pesado,2025-05-17,07:49:00,07:05:36,04:51:04,1406.71,6,501.82,Completado
VIAJE-5252,VH-107,Camión ligero,2025-03-25,08:49:00,23:20:39,23:21:49,908.44,5,237.44,Completado
VIAJE-5253,VH-105,Camión ligero,2025-05-01,08:54:00,16:59:07,17:09:52,521.24,3,159.42,Completado
VIAJE-5254,VH-114,Camión pesado,2025-01-29,09:10:00,16:36:46,21:10:05,1892.45,1,524.55,Completado
VIAJE-5255,VH-114,Tráiler,2025-06-23,12:35:00,15:29:27,15:13:17,1241.94,5,471.28,Cancelado
VIAJE-5256,VH-111,Tráiler,2025-03-06,14:59:00,11:44:11,09:24:34,1040.28,4,267.65,Completado
VIAJE-5257,VH-119,Furgoneta,2025-03-18,07:38:00,03:13:29,01:34:20,1974.83,3,617.94,Completado
VIAJE-5258,VH-124,Camión ligero,2025-02-25,12:49:00,20:11:07,22:55:10,1125.73,5,450.12,Completado
VIAJE-5259,VH-112,Camión pesado,2025-02-06,06:57:00,19:23:43,19:01:08,591.91,4,232.37,Completado
VIAJE-5260,VH-106,Tráiler,2025-02-03,12:03:00,01:20:12,03:01:18,475.95,6,147.11,Completado
VIAJE-5261,VH-111,Tráiler,2025-04-09,12:04:00,17:35:07,18:02:33,1304.47,5,336.69,Retrasado
VIAJE-5262,VH-102,Furgoneta,2025-03-26,09:19:00,05:43:40,01:00:38,1627.13,1,638.19,Completado
VIAJE-5263,VH-101,Camión ligero,2025-05-11,09:40:00,11:38:12,10:20:37,804.18,4,299.63,Completado
VIAJE-5264,VH-119,Furgoneta,2025-03-14,11:03:00,01:54:22,04:55:10,2075.89,4,698.91,Cancelado
VIAJE-5265,VH-101,Camión ligero,2025-02-09,12:21:00,20:44:18,22:03:07,1541.51,6,429.76,Completado
VIAJE-5266,VH-102,Tráiler,2025-03-12,12:14:00,16:09:37,15:48:01,165.39,2,60.18,Retrasado
VIAJE-5267,VH-104,Tráiler,2025-05-21,10:58:00,22:39:18,23:54:47,813.99,2,246.72,Retrasado
VIAJE-5268,VH-102,Camión pesado,2025-04-30,08:59:00,17:55:24,17:31:27,1138.72,6,489.51,Cancelado
VIAJE-5269,VH-123,Furgoneta,2025-05-01,10:36:00,14:17:38,12:53:12,1815.82,6,695.44,Cancelado
VIAJE-5270,VH-104,Furgoneta,2025-06-02,09:14:00,00:43:12,22:41:04,1869.9,3,657.77,Retrasado
VIAJE-5271,VH-123,Tráiler,2025-01-14,10:51:00,04:33:13,05:14:31,1428.77,2,598.51,Completado
VIAJE-5272,VH-107,Tráiler,2025-02-09,07:44:00,10:40:29,09:51:55,1199.43,6,435.77,Completado
VIAJE-5273,VH-102,Camión pesado,2025-02-11,13:59:00,22:28:33,21:50:54,1982.0,1,818.59,Completado
VIAJE-5274,VH-113,Tráiler,2025-01-08,11:23:00,18:49:18,19:46:35,293.28,4,96.57,Completado
VIAJE-5275,VH-112,Tráiler,2025-03-02,10:15:00,16:20:10,17:13:14,1101.03,2,405.94,Completado
VIAJE-5276,VH-103,Camión ligero,2025-01-22,06:09:00,09:00:25,12:30:24,1334.95,1,545.62,Completado
VIAJE-5277,VH-101,Camión ligero,2025-05-01,08:02:00,16:10:24,16:36:36,564.51,3,244.78,Completado
VIAJE-5278,VH-121,Camión ligero,2025-01-11,08:57:00,01:11:57,23:09:47,552.46,5,142.48,Completado
VIAJE-5279,VH-106,Camión pesado,2025-04-11,13:06:00,03:23:49,01:33:36,595.58,5,221.88,Completado
VIAJE-5280,VH-102,Tráiler,2025-06-05,10:10:00,17:45:57,17:43:55,1832.69,1,540.2,Completado
VIAJE-5281,VH-101,Tráiler,2025-03-28,08:44:00,08:28:32,07:05:48,1142.02,5,434.76,Retrasado
VIAJE-5282,VH-113,Camión pesado,2025-03-21,11:13:00,00:17:16,22:28:17,469.9,2,123.0,Completado
VIAJE-5283,VH-104,Camión ligero,2025-04-25,08:09:00,19:23:50,21:22:56,1455.68,3,532.57,Retrasado
VIAJE-5284,VH-113,Tráiler,2025-02-01,14:46:00,19:47:58,23:14:42,1959.64,2,747.09,Completado
VIAJE-5285,VH-105,Tráiler,2025-02-19,11:04:00,15:18:59,15:10:32,270.49,3,111.58,Retrasado
VIAJE-5286,VH-121,Tráiler,2025-03-24,13:08:00,04:39:33,03:44:18,2364.1,6,739.86,Cancelado
VIAJE-5287,VH-122,Camión pesado,2025-01-02,08:16:00,05:23:36,03:09:48,1045.27,3,446.17,Completado
VIAJE-5288,VH-116,Tráiler,2025-03-13,09:46:00,20:04:12,20:28:36,324.95,1,127.47,Cancelado
VIAJE-5289,VH-111,Furgoneta,2025-01-01,07:30:00,20:59:31,17:44:32,2578.37,2,816.06,Cancelado
VIAJE-5290,VH-108,Tráiler,2025-05-16,09:27:00,22:51:24,22:21:04,2216.38,1,872.86,Cancelado
VIAJE-5291,VH-109,Tráiler,2025-01-12,10:21:00,13:10:26,13:09:08,151.29,1,64.4,Retrasado
VIAJE-5292,VH-119,Camión pesado,2025-03-22,09:28:00,23:38:34,00:59:23,930.82,1,357.14,Cancelado
VIAJE-5293,VH-108,Tráiler,2025-03-09,06:33:00,19:05:38,18:06:42,487.62,4,122.12,Completado
VIAJE-5294,VH-102,Furgoneta,2025-05-18,14:26:00,17:11:06,17:25:42,178.16,6,67.35,Completado
VIAJE-5295,VH-124,Camión ligero,2025-05-08,09:34:00,17:59:09,21:26:27,1345.47,1,585.45,Retrasado
VIAJE-5296,VH-117,Furgoneta,2025-02-15,14:41:00,01:53:42,01:19:09,643.6,1,192.51,Retrasado
VIAJE-5297,VH-100,Camión ligero,2025-02-03,10:10:00,18:24:34,15:08:20,1833.74,4,614.83,Completado
VIAJE-5298,VH-111,Camión ligero,2025-03-15,10:34:00,20:22:41,01:16:32,1878.61,1,797.74,Completado
VIAJE-5299,VH-107,Camión ligero,2025-03-11,08:07:00,21:18:07,00:16:10,1617.61,5,656.6,Retrasado
VIAJE-5300,VH-116,Camión ligero,2025-05-04,10:50:00,16:39:49,16:05:51,358.92,3,147.63,Cancelado
VIAJE-5301,VH-108,Camión ligero,2025-06-08,07:04:00,16:31:55,17:25:37,413.49,5,147.6,Retrasado
VIAJE-5302,VH-124,Furgoneta,2025-01-08,11:54:00,07:48:24,09:38:30,1199.79,1,486.12,Retrasado
VIAJE-5303,VH-106,Camión pesado,2025-02-18,13:49:00,18:47:20,16:24:50,1677.33,6,639.74,Retrasado
VIAJE-5304,VH-117,Tráiler,2025-04-10,11:41:00,06:39:05,06:23:00,1251.87,1,313.9,Completado
VIAJE-5305,VH-100,Furgoneta,2025-06-16,11:26:00,23:55:15,03:53:01,1105.49,3,295.22,Completado
VIAJE-5306,VH-119,Camión ligero,2025-06-01,08:30:00,09:14:23,11:10:52,1727.97,6,473.38,Completado
VIAJE-5307,VH-120,Furgoneta,2025-03-04,10:34:00,02:23:10,21:04:09,1661.99,1,515.29,Completado
VIAJE-5308,VH-122,Furgoneta,2025-04-08,08:17:00,01:55:14,04:26:04,819.8,1,264.6,Retrasado
VIAJE-5309,VH-109,Furgoneta,2025-04-15,06:01:00,05:09:15,23:23:59,2032.11,6,563.88,Cancelado
VIAJE-5310,VH-119,Camión ligero,2025-04-03,07:06:00,05:56:00,11:23:25,2843.72,3,814.79,Completado
VIAJE-5311,VH-118,Camión ligero,2025-03-01,06:17:00,22:36:42,00:38:05,986.65,5,262.38,Cancelado
VIAJE-5312,VH-118,Furgoneta,2025-05-22,10:06:00,05:17:05,02:50:52,2595.08,1,1104.45,Completado
VIAJE-5313,VH-121,Furgoneta,2025-03-10,06:08:00,11:17:44,10:31:39,350.83,5,150.25,Completado
VIAJE-5314,VH-115,Furgoneta,2025-04-14,14:06:00,04:15:25,05:56:04,759.3,5,227.42,Completado
VIAJE-5315,VH-105,Camión pesado,2025-06-16,07:40:00,23:01:48,01:29:17,1921.43,6,545.44,Cancelado
VIAJE-5316,VH-107,Tráiler,2025-01-02,14:56:00,05:30:20,05:28:25,900.38,2,267.94,Retrasado
VIAJE-5317,VH-106,Tráiler,2025-02-19,14:18:00,08:08:10,07:39:46,823.7,5,301.2,Completado
VIAJE-5318,VH-107,Camión ligero,2025-04-18,10:41:00,16:31:30,15:40:46,896.99,1,258.54,Completado
VIAJE-5319,VH-122,Camión pesado,2025-05-28,08:52:00,16:20:39,13:58:19,1095.4,6,429.63,Completado
VIAJE-5320,VH-107,Camión ligero,2025-01-19,12:08:00,10:32:00,11:34:17,1905.28,1,724.71,Completado
VIAJE-5321,VH-122,Camión ligero,2025-04-16,07:21:00,18:50:28,19:21:05,411.11,6,112.91,Completado
VIAJE-5322,VH-110,Tráiler,2025-04-07,14:43:00,05:22:10,03:48:47,828.26,6,271.54,Completado
VIAJE-5323,VH-121,Camión pesado,2025-05-06,13:17:00,11:24:21,11:09:51,886.78,4,232.59,Completado
VIAJE-5324,VH-123,Tráiler,2025-05-15,10:13:00,07:13:59,05:52:04,1371.38,2,391.41,Completado
VIAJE-5325,VH-115,Camión ligero,2025-05-31,13:22:00,05:18:49,06:12:54,621.5,2,189.63,Retrasado
VIAJE-5326,VH-112,Furgoneta,2025-02-11,13:14:00,11:23:14,12:21:08,782.91,2,255.95,Cancelado
VIAJE-5327,VH-116,Camión pesado,2025-01-29,10:46:00,05:49:30,04:31:13,766.0,1,292.35,Completado
VIAJE-5328,VH-123,Tráiler,2025-01-06,07:36:00,05:37:44,02:12:21,1578.1,3,471.63,Cancelado
VIAJE-5329,VH-119,Camión pesado,2025-06-10,13:33:00,15:42:18,15:52:43,147.29,3,59.5,Retrasado
VIAJE-5330,VH-118,Furgoneta,2025-01-01,13:12:00,23:49:08,00:39:38,629.76,6,189.08,Completado
VIAJE-5331,VH-118,Camión pesado,2025-06-10,12:42:00,05:25:40,03:40:45,2201.87,5,717.78,Cancelado
VIAJE-5332,VH-106,Camión pesado,2025-03-25,06:54:00,00:21:46,00:31:58,853.15,2,297.43,Retrasado
VIAJE-5333,VH-117,Camión ligero,2025-01-20,07:36:00,02:48:45,22:59:15,1696.19,1,563.94,Completado
VIAJE-5334,VH-103,Tráiler,2025-02-04,09:47:00,21:39:06,20:47:05,532.13,1,230.75,Retrasado
VIAJE-5335,VH-103,Furgoneta,2025-06-14,13:57:00,01:34:04,01:57:26,506.92,2,136.21,Completado
VIAJE-5336,VH-119,Camión pesado,2025-01-12,13:44:00,04:28:44,05:29:26,540.9,6,235.42,Retrasado
VIAJE-5337,VH-106,Tráiler,2025-03-26,07:05:00,08:15:12,06:34:29,986.0,5,330.73,Completado
VIAJE-5338,VH-111,Tráiler,2025-05-23,08:01:00,20:00:21,14:50:17,2491.48,5,760.03,Completado
VIAJE-5339,VH-105,Camión pesado,2025-01-12,08:12:00,00:15:17,23:47:03,1518.31,3,580.5,Completado
VIAJE-5340,VH-119,Camión pesado,2025-01-09,07:46:00,03:43:47,07:06:50,1677.92,6,674.89,Retrasado
VIAJE-5341,VH-104,Camión ligero,2025-02-10,13:24:00,15:45:02,15:31:17,105.74,5,44.26,Retrasado
VIAJE-5342,VH-103,Camión ligero,2025-02-10,09:04:00,18:08:19,18:40:55,311.51,2,88.23,Cancelado
VIAJE-5343,VH-122,Furgoneta,2025-04-26,08:53:00,08:45:19,04:40:14,2456.5,5,834.75,Completado
VIAJE-5344,VH-119,Tráiler,2025-03-13,11:16:00,17:09:20,14:25:55,2004.01,1,619.45,Cancelado
VIAJE-5345,VH-114,Camión ligero,2025-05-29,07:50:00,17:46:52,20:11:41,2241.68,2,799.63,Completado
VIAJE-5346,VH-117,Tráiler,2025-04-12,08:03:00,09:52:33,12:11:31,1331.61,2,396.95,Completado
VIAJE-5347,VH-116,Camión ligero,2025-03-03,14:35:00,20:25:38,20:00:21,298.07,1,94.31,Completado
VIAJE-5348,VH-105,Camión ligero,2025-04-20,13:54:00,06:26:36,08:51:40,1442.88,2,386.51,Completado
VIAJE-5349,VH-119,Tráiler,2025-01-19,12:46:00,19:55:26,19:33:30,1034.62,3,399.64,Completado
VIAJE-5350,VH-100,Camión ligero,2025-01-03,06:49:00,15:24:04,10:48:36,1009.09,6,317.36,Cancelado
VIAJE-5351,VH-102,Camión ligero,2025-02-18,13:51:00,20:22:11,20:39:30,399.98,5,104.57,Cancelado
VIAJE-5352,VH-100,Camión pesado,2025-04-01,11:24:00,20:19:12,21:45:29,2034.06,5,814.65,Completado
VIAJE-5353,VH-105,Camión ligero,2025-05-20,08:38:00,17:22:04,17:16:51,1689.12,3,729.79,Completado
VIAJE-5354,VH-104,Camión pesado,2025-03-15,14:39:00,04:54:44,23:38:11,1628.62,4,548.74,Completado
VIAJE-5355,VH-101,Camión ligero,2025-01-01,10:56:00,00:13:53,22:35:26,582.65,3,230.02,Completado
VIAJE-5356,VH-116,Camión pesado,2025-04-14,12:36:00,20:15:19,20:16:55,356.12,3,159.59,Completado
VIAJE-5357,VH-121,Camión ligero,2025-04-04,10:52:00,20:41:51,19:20:46,521.75,6,204.97,Retrasado
VIAJE-5358,VH-101,Tráiler,2025-02-23,09:26:00,15:07:48,16:10:55,1620.5,4,660.04,Completado
VIAJE-5359,VH-124,Camión pesado,2025-02-02,07:03:00,21:22:09,22:56:18,456.49,1,137.2,Cancelado
VIAJE-5360,VH-103,Camión ligero,2025-03-08,10:54:00,18:30:49,18:29:56,1640.73,4,715.65,Cancelado
VIAJE-5361,VH-106,Tráiler,2025-02-18,14:41:00,19:38:05,19:53:31,201.59,2,56.1,Retrasado
VIAJE-5362,VH-119,Furgoneta,2025-02-13,14:36:00,22:16:42,21:24:02,1795.51,3,505.83,Completado
VIAJE-5363,VH-113,Camión pesado,2025-04-05,14:27:00,02:17:17,00:48:15,501.74,3,213.08,Retrasado
VIAJE-5364,VH-109,Tráiler,2025-02-10,11:48:00,06:59:18,05:11:03,798.71,1,325.66,Completado
VIAJE-5365,VH-110,Camión pesado,2025-03-17,09:55:00,05:50:33,05:26:42,1358.65,1,423.28,Completado
VIAJE-5366,VH-109,Camión ligero,2025-02-27,07:23:00,20:29:23,19:13:31,758.81,5,338.78,Completado
VIAJE-5367,VH-123,Camión pesado,2025-04-30,06:43:00,16:22:35,17:46:51,1060.34,6,475.7,Completado
VIAJE-5368,VH-107,Camión pesado,2025-02-25,09:48:00,01:42:04,22:48:03,1507.19,5,471.77,Completado
VIAJE-5369,VH-112,Camión pesado,2025-02-06,07:05:00,13:26:01,13:22:11,342.89,5,145.97,Completado
VIAJE-5370,VH-117,Camión ligero,2025-06-05,09:15:00,14:32:33,14:28:38,1617.98,2,448.09,Completado
VIAJE-5371,VH-107,Camión ligero,2025-04-15,06:46:00,12:18:04,12:44:07,184.61,5,64.49,Completado
VIAJE-5372,VH-112,Camión ligero,2025-04-29,14:54:00,11:37:51,14:04:04,1080.13,5,272.34,Completado
VIAJE-5373,VH-106,Camión ligero,2025-01-08,07:21:00,21:10:01,00:59:49,1303.96,2,462.61,Completado
VIAJE-5374,VH-107,Tráiler,2025-03-27,13:40:00,23:59:50,03:19:27,1392.29,3,514.05,Retrasado
VIAJE-5375,VH-100,Camión pesado,2025-04-11,11:39:00,02:05:08,21:11:58,1358.98,1,503.83,Completado
VIAJE-5376,VH-116,Furgoneta,2025-01-28,14:18:00,02:41:19,02:06:18,568.4,4,145.1,Completado
VIAJE-5377,VH-124,Tráiler,2025-02-19,08:52:00,20:07:21,21:12:03,2385.55,5,666.94,Completado
VIAJE-5378,VH-114,Furgoneta,2025-03-27,11:26:00,16:57:48,17:17:16,222.35,1,93.71,Completado
VIAJE-5379,VH-104,Tráiler,2025-01-11,11:40:00,14:38:39,14:38:15,183.67,2,60.45,Retrasado
VIAJE-5380,VH-123,Camión ligero,2025-05-13,07:07:00,19:26:54,00:13:53,1709.8,1,750.21,Completado
VIAJE-5381,VH-116,Camión pesado,2025-04-03,12:25:00,07:06:19,05:38:57,1431.58,1,554.0,Completado
VIAJE-5382,VH-110,Camión pesado,2025-01-26,08:49:00,20:52:20,19:15:08,794.47,3,266.91,Cancelado
VIAJE-5383,VH-105,Tráiler,2025-05-27,07:31:00,14:19:48,15:39:45,1522.51,5,424.05,Completado
VIAJE-5384,VH-116,Furgoneta,2025-03-16,06:07:00,19:15:11,20:24:40,865.1,1,386.73,Completado
VIAJE-5385,VH-110,Furgoneta,2025-03-02,13:55:00,22:36:12,19:02:20,1700.1,5,440.71,Completado
VIAJE-5386,VH-120,Furgoneta,2025-06-07,07:03:00,13:45:49,14:09:16,300.93,6,111.69,Completado
VIAJE-5387,VH-116,Furgoneta,2025-05-25,07:51:00,23:09:36,00:08:45,810.88,1,276.2,Completado
VIAJE-5388,VH-118,Camión pesado,2025-04-14,12:49:00,19:32:34,17:39:58,1914.95,6,690.42,Cancelado
VIAJE-5389,VH-124,Tráiler,2025-01-23,14:18:00,22:58:41,22:40:35,532.34,5,234.44,Completado
VIAJE-5390,VH-104,Furgoneta,2025-05-25,07:18:00,10:16:42,10:20:26,148.98,3,60.85,Completado
VIAJE-5391,VH-105,Camión pesado,2025-01-28,08:53:00,22:46:43,01:58:04,2378.87,3,964.05,Retrasado
VIAJE-5392,VH-112,Camión ligero,2025-04-15,06:35:00,06:20:25,06:02:06,1090.91,1,363.86,Completado
VIAJE-5393,VH-120,Tráiler,2025-02-14,09:19:00,13:09:10,13:19:11,1942.63,2,571.29,Cancelado
VIAJE-5394,VH-111,Camión pesado,2025-05-14,08:42:00,03:57:54,08:13:20,2608.04,3,1120.02,Retrasado
VIAJE-5395,VH-121,Camión ligero,2025-02-06,12:21:00,15:43:38,15:37:56,210.01,2,84.55,Cancelado
VIAJE-5396,VH-121,Camión pesado,2025-04-22,10:05:00,00:07:44,22:21:23,1723.37,4,648.11,Completado
VIAJE-5397,VH-100,Tráiler,2025-04-20,07:43:00,23:55:29,03:37:51,2625.26,2,821.02,Completado
VIAJE-5398,VH-124,Camión ligero,2025-03-06,09:49:00,00:06:02,00:28:34,737.9,2,298.58,Cancelado
VIAJE-5399,VH-108,Camión ligero,2025-01-08,08:30:00,21:06:26,00:58:31,1099.65,6,370.42,Retrasado
VIAJE-5400,VH-112,Camión ligero,2025-01-15,07:53:00,06:56:50,00:56:50,2140.82,2,821.35,Cancelado
VIAJE-5401,VH-110,Camión ligero,2025-01-13,07:24:00,09:40:45,06:22:08,1431.77,3,538.31,Completado
VIAJE-5402,VH-123,Furgoneta,2025-01-14,13:26:00,03:01:17,23:35:32,2425.03,5,888.76,Retrasado
VIAJE-5403,VH-120,Tráiler,2025-06-10,08:03:00,19:37:44,17:10:30,1381.19,3,592.73,Retrasado
VIAJE-5404,VH-114,Furgoneta,2025-04-11,08:03:00,18:54:30,21:16:19,1671.85,2,673.08,Retrasado
VIAJE-5405,VH-121,Camión pesado,2025-06-02,08:22:00,11:15:42,11:35:07,179.35,6,70.84,Retrasado
VIAJE-5406,VH-112,Camión ligero,2025-02-11,07:49:00,21:35:33,23:34:18,1167.63,5,353.28,Completado
VIAJE-5407,VH-106,Camión pesado,2025-04-27,09:05:00,06:11:47,04:16:22,3075.26,3,1341.19,Completado
VIAJE-5408,VH-111,Tráiler,2025-01-28,13:34:00,10:12:58,14:53:54,2168.64,2,932.13,Completado
VIAJE-5409,VH-121,Camión ligero,2025-01-21,08:00:00,03:28:19,01:56:29,754.64,4,266.13,Completado
VIAJE-5410,VH-104,Tráiler,2025-05-07,14:36:00,13:30:57,09:33:01,2113.06,2,559.68,Cancelado
VIAJE-5411,VH-109,Furgoneta,2025-03-09,06:46:00,04:59:00,22:42:49,2984.8,3,1262.05,Completado
VIAJE-5412,VH-116,Camión ligero,2025-01-25,12:17:00,03:22:56,02:02:44,484.92,4,145.49,Completado
VIAJE-5413,VH-112,Tráiler,2025-05-17,07:59:00,16:30:17,16:55:57,413.54,4,117.47,Completado
VIAJE-5414,VH-102,Camión ligero,2025-02-11,07:56:00,08:32:44,10:57:45,1546.29,5,418.22,Completado
VIAJE-5415,VH-108,Tráiler,2025-02-13,14:21:00,02:08:21,04:08:40,1777.01,6,599.89,Retrasado
VIAJE-5416,VH-107,Camión pesado,2025-01-30,14:11:00,17:11:05,13:22:14,1885.7,4,557.76,Retrasado
VIAJE-5417,VH-123,Camión ligero,2025-05-07,14:46:00,22:03:09,21:37:00,1442.63,1,562.66,Retrasado
VIAJE-5418,VH-115,Camión pesado,2025-04-14,14:49:00,05:57:59,04:22:55,2521.41,1,631.49,Cancelado
VIAJE-5419,VH-104,Camión ligero,2025-06-18,08:11:00,20:28:59,19:13:32,540.85,6,242.53,Completado
VIAJE-5420,VH-100,Furgoneta,2025-05-19,13:59:00,20:48:31,20:05:34,277.09,5,73.31,Completado
VIAJE-5421,VH-102,Camión pesado,2025-03-25,12:29:00,01:12:41,02:12:36,2504.71,5,1013.19,Completado
VIAJE-5422,VH-107,Tráiler,2025-06-09,14:18:00,04:20:02,00:04:35,2461.68,2,1067.67,Completado
VIAJE-5423,VH-101,Camión pesado,2025-06-19,14:27:00,13:18:01,09:47:50,2526.59,6,1121.33,Completado
VIAJE-5424,VH-109,Furgoneta,2025-06-06,14:35:00,21:32:27,20:07:05,1730.25,3,649.21,Cancelado
VIAJE-5425,VH-114,Camión ligero,2025-06-17,13:05:00,07:30:08,06:57:32,684.49,5,224.58,Completado
VIAJE-5426,VH-117,Camión pesado,2025-01-07,13:17:00,08:47:02,06:13:48,645.85,5,242.56,Retrasado
VIAJE-5427,VH-115,Tráiler,2025-04-09,14:09:00,07:34:23,07:38:42,2194.75,4,864.09,Completado
VIAJE-5428,VH-104,Furgoneta,2025-05-13,09:31:00,09:14:58,09:42:35,1504.88,6,581.35,Completado
VIAJE-5429,VH-112,Camión pesado,2025-06-24,09:23:00,13:46:10,13:59:04,178.84,1,75.75,Retrasado
VIAJE-5430,VH-112,Furgoneta,2025-06-25,13:36:00,17:21:45,17:06:49,214.16,2,76.75,Completado
VIAJE-5431,VH-111,Furgoneta,2025-03-06,08:59:00,11:04:05,08:41:24,1263.22,4,404.99,Cancelado
VIAJE-5432,VH-109,Camión pesado,2025-06-13,09:40:00,07:26:31,08:29:11,2624.81,6,797.55,Retrasado
VIAJE-5433,VH-107,Camión pesado,2025-05-20,07:21:00,03:58:31,05:05:32,833.87,6,263.15,Cancelado
VIAJE-5434,VH-124,Furgoneta,2025-05-04,08:58:00,06:26:16,01:57:41,2071.8,5,909.96,Completado
VIAJE-5435,VH-122,Camión pesado,2025-03-29,14:38:00,04:35:26,08:41:42,1700.57,2,744.71,Completado
VIAJE-5436,VH-117,Tráiler,2025-04-05,11:01:00,08:47:29,15:03:25,2269.76,3,998.5,Cancelado
VIAJE-5437,VH-110,Camión ligero,2025-06-06,11:48:00,12:14:14,10:12:55,1397.92,3,403.76,Cancelado
VIAJE-5438,VH-103,Camión ligero,2025-01-29,13:38:00,13:54:31,16:20:02,773.79,5,245.08,Completado
VIAJE-5439,VH-108,Camión ligero,2025-01-23,11:13:00,07:21:54,07:05:06,675.54,3,213.03,Completado
VIAJE-5440,VH-106,Camión ligero,2025-02-25,08:23:00,14:52:29,14:39:14,1176.32,4,493.08,Cancelado
VIAJE-5441,VH-103,Camión pesado,2025-04-20,13:54:00,06:29:48,05:19:49,508.56,5,213.25,Completado
VIAJE-5442,VH-109,Camión ligero,2025-01-10,11:11:00,10:11:18,11:32:30,1256.74,1,445.82,Cancelado
VIAJE-5443,VH-101,Camión pesado,2025-05-03,06:17:00,00:53:19,01:02:17,733.06,5,308.83,Completado
VIAJE-5444,VH-112,Camión pesado,2025-02-05,11:35:00,02:48:06,01:48:52,2446.28,4,1079.08,Cancelado
VIAJE-5445,VH-116,Tráiler,2025-04-26,14:28:00,05:19:31,05:17:34,958.44,2,304.38,Completado
VIAJE-5446,VH-123,Furgoneta,2025-05-19,11:46:00,16:49:45,19:20:13,1993.17,3,833.77,Completado
VIAJE-5447,VH-105,Camión pesado,2025-03-19,07:05:00,22:27:16,16:50:55,1855.34,3,809.88,Completado
VIAJE-5448,VH-101,Camión ligero,2025-02-09,10:23:00,17:47:05,13:45:36,1678.52,2,499.0,Completado
VIAJE-5449,VH-110,Furgoneta,2025-01-18,09:00:00,01:54:10,00:24:08,831.98,5,313.32,Cancelado
VIAJE-5450,VH-123,Camión pesado,2025-06-24,07:18:00,23:15:00,23:48:34,1021.52,5,334.21,Cancelado
VIAJE-5451,VH-122,Tráiler,2025-02-06,13:54:00,23:39:23,23:08:24,2277.43,4,859.65,Retrasado
